Clause-18.2	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section', 'terms_conditions', 'offer', 'online', 'website', 'state', 'time_frame', 'available', 'time', 'accept', 'read', 'flight', 'rewards_travel', 'adventure', 'honour', 'allow'] 
Clause-18.3_19	 : ['cheque', 'deposit', 'wife', 'term_deposit', 'fund', 'reopen', 'cash', 'process', 'issue', 'clear', 'investment', 'present', 'lose', 'banker', 'visit_branch', 'cheque', 'deposit', 'wife', 'term_deposit', 'fund', 'reopen', 'cash', 'process', 'issue', 'clear', 'investment', 'present', 'lose', 'banker', 'visit_branch', 'months', 'hardship', 'offer', 'discuss', 'arrangement', 'matter', 'decision', 'debt', 'letter', 'nzs', 'arrears', 'time', 'term', 'reduce', 'month'] 
Clause-21	 : ['cheque', 'deposit', 'wife', 'term_deposit', 'fund', 'reopen', 'cash', 'process', 'issue', 'clear', 'investment', 'present', 'lose', 'banker', 'visit_branch', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-22	 : ['loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'send', 'receive', 'email', 'letter', 'request', 'statement', 'statements', 'mail', 'address', 'apologise', 'confirm', 'online', 'form', 'response', 'like'] 
Clause-23	 : ['fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'personal_loan', 'pay', 'cost', 'incorrectly', 'unsuccessful', 'adv', 'recall', 'disclose', 'urgently', 'advice', 'dda', 'restraint', 'valid', 'unhappy', 'outcome', 'months', 'hardship', 'offer', 'discuss', 'arrangement', 'matter', 'decision', 'debt', 'letter', 'nzs', 'arrears', 'time', 'term', 'reduce', 'month'] 
Clause-24	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward'] 
Clause-25	 : ['balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review'] 
Clause-26	 : ['error', 'incorrect', 'correct', 'number', 'confirm', 'issue', 'load', 'address', 'update', 'wrong', 'list', 'tax', 'password', 'claim', 'crn', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section', 'payment', 'pay', 'payments', 'date', 'receive', 'late', 'insurance', 'collections', 'arrears', 'days', 'month', 'stop', 'miss', 'jan', 'time'] 
Clause-27	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'fee', 'charge', 'credit', 'refund', 'annual_fee', 'reverse', 'waive', 'happy', 'want', 'late_payment', 'reimburse', 'pay', 'gwg', 'unhappy', 'year'] 
Clause-28	 : ['balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-29	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward'] 
Clause-3	 : ['fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay'] 
Clause-30	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'terms_conditions', 'offer', 'online', 'website', 'state', 'time_frame', 'available', 'time', 'accept', 'read', 'flight', 'rewards_travel', 'adventure', 'honour', 'allow', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section'] 
Clause-31	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward'] 
Clause-32	 : ['settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'change', 'increase', 'unhappy', 'repayment', 'retain', 'unaware', 'acceptance_received', 'policy', 'ticket', 'effect', 'assessment', 'warm_transferred', 'commercial', 'notify', 'standard'] 
Clause-33	 : ['terms_conditions', 'offer', 'online', 'website', 'state', 'time_frame', 'available', 'time', 'accept', 'read', 'flight', 'rewards_travel', 'adventure', 'honour', 'allow', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse'] 
Clause-34	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'terms_conditions', 'offer', 'online', 'website', 'state', 'time_frame', 'available', 'time', 'accept', 'read', 'flight', 'rewards_travel', 'adventure', 'honour', 'allow', 'balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward'] 
Clause-35	 : ['business', 'block', 'personal', 'set', 'ing', 'company', 'saturday', 'merchant_facility', 'allow_hours', 'delivery', 'bounce', 'liaise', 'resolution_centre', 'introduce', 'screen', 'months', 'hardship', 'offer', 'discuss', 'arrangement', 'matter', 'decision', 'debt', 'letter', 'nzs', 'arrears', 'time', 'term', 'reduce', 'month', 'cheque', 'deposit', 'wife', 'term_deposit', 'fund', 'reopen', 'cash', 'process', 'issue', 'clear', 'investment', 'present', 'lose', 'banker', 'visit_branch'] 
Clause-37	 : ['balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section', 'settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay'] 
Clause-38_39	 : ['close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-39	 : ['fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'fund', 'transfer', 'process', 'receive', 'days', 'payment', 'request', 'happy', 'credit', 'international', 'allow_business', 'money', 'confirm', 'business_days', 'reimburse', 'limit', 'feedback', 'app', 'blr_template', 'allow', 'simple', 'children', 'marriage_equality', 'final_response', 'australia', 'marriage', 'breach', 'pick', 'support', 'section'] 
Clause-4	 : ['loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'loan', 'offset', 'home_loan', 'end', 'request', 'set', 'pay', 'repayments', 'refinance', 'lend', 'fix', 'want', 'confirm', 'apply', 'refund', 'point', 'frequent_flyer', 'bonus_points', 'apply', 'black', 'eligible', 'offer', 'credit', 'receive', 'platinum', 'eligible_bonus', 'k_bonus', 'qantas', 'happy', 'close'] 
Clause-4_40	 : ['balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review'] 
Clause-7	 : ['credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'close', 'credit', 'request', 'closure', 'want', 'direct_debit', 'balance', 'debit', 'cancel', 'access_advantage', 'open', 'process', 'confirm', 'end', 'reinstate'] 
Clause-8	 : ['balance_transfer', 'thank', 'box', 'away', 'general', 'print', 'receipt', 'father', 'email_address', 'info', 'agent', 'trust', 'daughter', 'drive', 'forward', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review'] 
Clause-9	 : ['settlement', 'mortgage', 'property', 'client', 'delay', 'document', 'broker', 'release', 'sell', 'ied', 'advs', 'time', 'process', 'home', 'pay', 'credit', 'balance', 'statement', 'purchase', 'pay', 'visa', 'platinum', 'happy', 'charge', 'issue', 'date', 'current', 'total', 'understand', 'review', 'months', 'hardship', 'offer', 'discuss', 'arrangement', 'matter', 'decision', 'debt', 'letter', 'nzs', 'arrears', 'time', 'term', 'reduce', 'month'] 
